0	-8.9	0.001687369
0	-8.7	0.003605004
0	-8.5	0.01704051
0	-8.3	0.566849
0	-8.1	0.3169153
0	-7.9	0.2842269
0	-7.7	0.2403521
0	-7.5	0.2284605
0	-7.3	0.4871115
0	-7.1	0.5572771
0	-6.9	0.09050518
0	-6.7	0.3817286
0	-6.5	0.446141
0	-6.3	0.258567
0	-6.1	0.3629963
0	-5.9	1.284029
0	-5.7	0.5903782
0	-5.5	0.1879314
0	-5.3	0.531174
0	-5.1	0.6169917
0	-4.9	0.2776994
0	-4.7	0.2215049
0	-4.5	0.7084313
0	-4.3	0.3341445
0	-4.1	0.1281675
0	-3.9	0.9739244
0	-3.7	0.818439
0	-3.5	0.1680608
0	-3.3	0.5040654
0	-3.1	0.8928269
0	-2.9	0.8332369
0	-2.7	0.5919277
0	-2.5	0.4727937
0	-2.3	0.6205652
0	-2.1	0.2619684
0	-1.9	0.6951193
0	-1.7	0.5605947
0	-1.5	0.1492494
0	-1.3	0.3955993
0	-1.1	0.1228352
0	-0.9	0.01763771
0	-0.7	0.0366937
0	-0.5	0.1467984
0	-0.3	0.01480454
0	-0.1	0.002348958
0	0.1	0.00235449
0	0.3	0.01458583
0	0.5	0.1428744
0	0.7	0.04260448
0	0.9	0.01373879
0	1.1	0.1172933
0	1.3	0.4380647
0	1.5	0.04318133
0	1.7	0.564808
0	1.9	0.7027861
0	2.1	0.2691882
0	2.3	0.6204429
0	2.5	0.4719841
0	2.7	0.5830792
0	2.9	0.8230625
0	3.1	0.9126291
0	3.3	0.5247504
0	3.5	0.1933573
0	3.7	0.9027046
0	3.9	0.9621801
0	4.1	0.1219885
0	4.3	0.3426337
0	4.5	0.7153506
0	4.7	0.1923058
0	4.9	0.2919511
0	5.1	0.619984

1	-8.9	0.0009165787
1	-8.7	0.00227385
1	-8.5	0.0131746
1	-8.3	0.5021255
1	-8.1	0.3228976
1	-7.9	0.3308272
1	-7.7	0.1710127
1	-7.5	0.2990409
1	-7.3	0.4738856
1	-7.1	0.5469211
1	-6.9	0.1237068
1	-6.7	0.2983566
1	-6.5	0.3335056
1	-6.3	0.4290564
1	-6.1	0.2779165
1	-5.9	1.330833
1	-5.7	0.5628911
1	-5.5	0.5211873
1	-5.3	0.2183223
1	-5.1	0.5961778
1	-4.9	0.5619805
1	-4.7	0.1013576
1	-4.5	0.4285713
1	-4.3	0.6770189
1	-4.1	0.1543809
1	-3.9	0.5695998
1	-3.7	1.217616
1	-3.5	0.6157193
1	-3.3	0.4681977
1	-3.1	0.837486
1	-2.9	0.5294668
1	-2.7	0.5775371
1	-2.5	0.3371413
1	-2.3	0.4766685
1	-2.1	0.4904114
1	-1.9	0.8039576
1	-1.7	0.5175629
1	-1.5	0.2009987
1	-1.3	0.1407132
1	-1.1	0.09271658
1	-0.9	0.1172755
1	-0.7	0.02559223
1	-0.5	0.06085656
1	-0.3	0.04317412
1	-0.1	0.005510775
1	0.1	0.005507271
1	0.3	0.04275621
1	0.5	0.06610709
1	0.7	0.02195849
1	0.9	0.1143999
1	1.1	0.1000503
1	1.3	0.1665464
1	1.5	0.2331586
1	1.7	0.5184141
1	1.9	0.8060295
1	2.1	0.4762794
1	2.3	0.4786344
1	2.5	0.3399957
1	2.7	0.5625473
1	2.9	0.5277952
1	3.1	0.8328599
1	3.3	0.4934607
1	3.5	0.692182
1	3.7	1.281313
1	3.9	0.5437998
1	4.1	0.1566499
1	4.3	0.6855629
1	4.5	0.4153031
1	4.7	0.09079825
1	4.9	0.5768779
1	5.1	0.5867542

2	-8.9	0.0003254033
2	-8.7	0.001008187
2	-8.5	0.008153491
2	-8.3	0.3704268
2	-8.1	0.3470189
2	-7.9	0.3860574
2	-7.7	0.07658539
2	-7.5	0.350374
2	-7.3	0.5528287
2	-7.1	0.3013603
2	-6.9	0.3167392
2	-6.7	0.2757766
2	-6.5	0.1895671
2	-6.3	0.6274546
2	-6.1	0.4282087
2	-5.9	1.381639
2	-5.7	0.2094862
2	-5.5	0.902808
2	-5.3	0.4245696
2	-5.1	0.1724595
2	-4.9	0.4796452
2	-4.7	0.6290538
2	-4.5	0.1972825
2	-4.3	0.2923263
2	-4.1	0.5210924
2	-3.9	0.6899407
2	-3.7	0.8625841
2	-3.5	0.7053107
2	-3.3	0.893773
2	-3.1	0.4764764
2	-2.9	0.5014816
2	-2.7	0.7271005
2	-2.5	0.3767689
2	-2.3	0.3040512
2	-2.1	0.4968643
2	-1.9	0.9208027
2	-1.7	0.4006572
2	-1.5	0.08185524
2	-1.3	0.492563
2	-1.1	0.08043839
2	-0.9	0.00158767
2	-0.7	0.05888098
2	-0.5	0.1436473
2	-0.3	0.0106583
2	-0.1	0.0002685651
2	0.1	0.0002761679
2	0.3	0.010474
2	0.5	0.1384691
2	0.7	0.06487655
2	0.9	0.001550924
2	1.1	0.07271721
2	1.3	0.519412
2	1.5	0.0580272
2	1.7	0.39888
2	1.9	0.9278833
2	2.1	0.5009267
2	2.3	0.2874214
2	2.5	0.3774435
2	2.7	0.7315313
2	2.9	0.5100204
2	3.1	0.4646075
2	3.3	0.8751804
2	3.5	0.7541345
2	3.7	0.9013223
2	3.9	0.6988099
2	4.1	0.5217565
2	4.3	0.2838571
2	4.5	0.1953374
2	4.7	0.6578488
2	4.9	0.4592695
2	5.1	0.169333

3	-8.9	0.000190421
3	-8.7	0.0006666661
3	-8.5	0.00641794
3	-8.3	0.3079127
3	-8.1	0.3692356
3	-7.9	0.3757851
3	-7.7	0.0856755
3	-7.5	0.2979842
3	-7.3	0.6334622
3	-7.1	0.1631097
3	-6.9	0.3537226
3	-6.7	0.352797
3	-6.5	0.2562719
3	-6.3	0.6294065
3	-6.1	0.4592282
3	-5.9	1.541022
3	-5.7	0.1897044
3	-5.5	0.6739782
3	-5.3	0.6283138
3	-5.1	0.3372698
3	-4.9	0.1566696
3	-4.7	0.6429518
3	-4.5	0.4875286
3	-4.3	0.1433308
3	-4.1	0.3608607
3	-3.9	0.8010221
3	-3.7	0.8549889
3	-3.5	0.5391392
3	-3.3	0.5908399
3	-3.1	0.6751814
3	-2.9	0.6615494
3	-2.7	0.3581368
3	-2.5	0.5838386
3	-2.3	0.4756598
3	-2.1	0.1401877
3	-1.9	0.9552733
3	-1.7	0.4996946
3	-1.5	0.1723553
3	-1.3	0.2258463
3	-1.1	0.1226275
3	-0.9	0.09750745
3	-0.7	0.008113363
3	-0.5	0.07897316
3	-0.3	0.03813947
3	-0.1	0.003982193
3	0.1	0.003978742
3	0.3	0.03773364
3	0.5	0.08322662
3	0.7	0.006713047
3	0.9	0.09154784
3	1.1	0.1274044
3	1.3	0.2668272
3	1.5	0.09859426
3	1.7	0.5045004
3	1.9	0.956903
3	2.1	0.129363
3	2.3	0.483198
3	2.5	0.5896312
3	2.7	0.3461807
3	2.9	0.656209
3	3.1	0.6908622
3	3.3	0.5270407
3	3.5	0.5049837
3	3.7	0.8051487
3	3.9	0.8017266
3	4.1	0.3558195
3	4.3	0.1389425
3	4.5	0.5042379
3	4.7	0.6454062
3	4.9	0.1377237
3	5.1	0.3544525

4	-8.9	6.981276e-05
4	-8.7	0.0003026545
4	-8.5	0.004026052
4	-8.3	0.2007186
4	-8.1	0.4263361
4	-7.9	0.2816234
4	-7.7	0.2101018
4	-7.5	0.1182343
4	-7.3	0.7022816
4	-7.1	0.1260152
4	-6.9	0.262967
4	-6.7	0.4566111
4	-6.5	0.5569178
4	-6.3	0.6108404
4	-6.1	0.3077614
4	-5.9	1.627312
4	-5.7	0.7315225
