1	-0.00124268	-4.000091
2	0.002180122	-3.996619
3	0	-0
4	-0.001752752	-4.00061
5	0.002728201	-3.996057
6	0	-0
7	-0.002443246	-4.001292
8	0.003545903	-3.995253
9	0	-0
10	-0.004075334	-4.002932
11	0.004671798	-3.994113
12	0	-0
13	-0.005175024	-4.004023
14	0.006206974	-3.992592
15	0	-0
16	-0.006563572	-4.005421
17	0.008211824	-3.990573
18	0	-0
19	-0.009083382	-4.007932
20	0.01144835	-3.98735
21	0	-0
22	-0.01299445	-4.011852
23	0.01753805	-3.981247
24	0	-0
25	-0.01700862	-4.015857
26	0.03064762	-3.968151
27	0	-0
28	-0.02030165	-4.019159
29	0.06342322	-3.935362
30	0	-0
31	-0.01909551	-4.017944
32	0.1832073	-3.815591
33	0	-0
34	-0.005219386	-4.004077
35	0.9839921	-3.014793
36	0	-0
37	-4.344649	-32.76722
38	-0.3993457	-14.21565
39	-0.2288196	-28.65421
40	0	-0
41	-0.2867897	-14.09714
42	-0.1786086	-28.60118
43	0	-0
44	-0.0437236	-13.86002
45	-0.04094929	-28.46634
46	0	-0
47	0.02298841	-13.78736
48	0.003473195	-28.4191
49	0	-0
50	0.01541988	-13.80088
51	0.006923182	-28.41847
52	0	-0
53	-0.0001348812	-13.81048
54	0.004029276	-28.41854
55	0	-0
56	-0.01143661	-13.82774
57	-0.00341831	-28.42881
58	0	-0
59	-0.02348614	-13.83383
60	-0.02297395	-28.44554
