1	14.62044
2	28.73846
3	0
4	14.56529
5	28.73915
6	0
7	14.57095
8	28.73578
9	0
10	14.57052
11	28.74374
12	0
13	14.57255
14	28.73725
15	0
16	14.57018
17	28.74476
18	0
19	14.57144
20	28.73711
21	0
22	14.56951
23	28.74471
24	0
25	14.57004
26	28.73701
27	0
28	14.56964
29	28.74521
30	0
31	14.56972
32	28.73684
33	0
34	14.5701
35	28.74532
36	0
37	14.56972
38	28.73662
39	0
40	14.57106
41	28.74541
42	0
43	14.57079
44	28.73656
45	0
46	14.57211
47	28.74529
48	0
49	14.57212
50	28.73548
51	0
52	14.57071
53	28.74274
54	0
55	14.56623
56	28.73236
57	0
58	14.59213
59	28.77271
60	0
